timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
329,0,0.0,0.0,0.0,0.0,,,,,,False,,,
330,0,0.0,0.0,0.0,0.0,,,,,,False,,,
331,0,0.0,0.0,0.0,0.0,,,,,,False,,,
332,0,0.0,0.0,0.0,0.0,,,,,,False,,,
333,0,0.0,0.0,0.0,0.0,,,,,,False,,,
334,0,0.0,0.0,0.0,0.0,,,,,,False,,,
335,0,0.0,0.0,0.0,0.0,,,,,,False,,,
336,0,0.0,0.0,0.0,0.0,,,,,,False,,,
337,0,0.0,0.0,0.0,0.0,,,,,,False,,,
338,0,0.0,0.0,0.0,0.0,,,,,,False,,,
339,0,0.0,0.0,0.0,0.0,,,,,,False,,,
340,0,0.0,0.0,0.0,0.0,,,,,,False,,,
341,0,0.0,0.0,0.0,0.0,,,,,,False,,,
342,0,0.0,0.0,0.0,0.0,,,,,,False,,,
343,0,0.0,0.0,0.0,0.0,,,,,,False,,,
344,0,0.0,0.0,0.0,0.0,,,,,,False,,,
345,0,0.0,0.0,0.0,0.0,,,,,,False,,,
346,0,0.0,0.0,0.0,0.0,,,,,,False,,,
347,0,0.0,0.0,0.0,0.0,,,,,,False,,,
348,0,0.0,0.0,0.0,0.0,,,,,,False,,,
349,0,0.0,0.0,0.0,0.0,,,,,,False,,,
350,0,0.0,0.0,0.0,0.0,,,,,,False,,,
351,0,0.0,0.0,0.0,0.0,,,,,,False,,,
352,0,0.0,0.0,0.0,0.0,,,,,,False,,,
353,0,0.0,0.0,0.0,0.0,,,,,,False,,,
354,0,0.0,0.0,0.0,0.0,,,,,,False,,,
355,0,0.0,0.0,0.0,0.0,,,,,,False,,,
356,0,0.0,0.0,0.0,0.0,,,,,,False,,,
357,0,0.0,0.0,0.0,0.0,,,,,,False,,,
358,0,0.0,0.0,0.0,0.0,,,,,,False,,,
359,0,0.0,0.0,0.0,0.0,,,,,,False,,,
360,0,0.0,0.0,0.0,0.0,,,,,,False,,,
361,0,0.0,0.0,0.0,0.0,,,,,,False,,,
362,0,0.0,0.0,0.0,0.0,,,,,,False,,,
363,0,0.0,0.0,0.0,0.0,,,,,,False,,,
364,0,0.0,0.0,0.0,0.0,,,,,,False,,,
365,0,0.0,0.0,0.0,0.0,,,,,,False,,,
366,0,0.0,0.0,0.0,0.0,,,,,,False,,,
367,0,0.0,0.0,0.0,0.0,,,,,,False,,,
368,0,0.0,0.0,0.0,0.0,,,,,,False,,,
369,0,0.0,0.0,0.0,0.0,,,,,,False,,,
370,0,0.0,0.0,0.0,0.0,,,,,,False,,,
371,0,0.0,0.0,0.0,0.0,,,,,,False,,,
372,0,0.0,0.0,0.0,0.0,,,,,,False,,,
373,0,0.0,0.0,0.0,0.0,,,,,,False,,,
374,0,0.0,0.0,0.0,0.0,,,,,,False,,,
375,0,0.0,0.0,0.0,0.0,,,,,,False,,,
376,0,0.0,0.0,0.0,0.0,,,,,,False,,,
377,0,0.0,0.0,0.0,0.0,,,,,,False,,,
378,0,0.0,0.0,0.0,0.0,,,,,,False,,,
379,0,0.0,0.0,0.0,0.0,,,,,,False,,,
380,0,0.0,0.0,0.0,0.0,,,,,,False,,,
381,0,0.0,0.0,0.0,0.0,,,,,,False,,,
382,0,0.0,0.0,0.0,0.0,,,,,,False,,,
